geoid,state_abb,county,tract,geographic_area_name,total,english_only,spanish,french,west_germanic_languages,slavic_languages,indo_european,korean,chinese,vietnamese,tagalog,asian_others,arabic,west_european,east_se_asian,unspecified,state,geography
06001400100,CA,Alameda County,4001,Census Tract 4001; Alameda County; California,1316,917,117,29,25,10,64,13,91,7,0,17,18,54,128,8,California,1400000US06001400100
06001428400,CA,Alameda County,4284,Census Tract 4284; Alameda County; California,1816,1020,228,61,24,34,143,7,86,68,47,79,8,85,287,11,California,1400000US06001428400
06001428500,CA,Alameda County,4285,Census Tract 4285; Alameda County; California,1444,897,92,33,22,0,109,37,161,26,42,25,0,55,291,0,California,1400000US06001428500
06001428600,CA,Alameda County,4286,Census Tract 4286; Alameda County; California,1553,952,149,0,7,0,31,40,128,111,128,7,0,7,414,0,California,1400000US06001428600
06001428700,CA,Alameda County,4287,Census Tract 4287; Alameda County; California,1532,845,182,8,8,19,31,39,272,13,15,46,0,16,385,54,California,1400000US06001428700
06001430101,CA,Alameda County,4301.01,Census Tract 4301.01; Alameda County; California,2240,891,192,29,0,221,296,28,472,13,15,65,0,29,593,18,California,1400000US06001430101
06001430102,CA,Alameda County,4301.02,Census Tract 4301.02; Alameda County; California,925,603,113,0,6,5,63,0,76,0,26,27,6,6,129,0,California,1400000US06001430102
06001430200,CA,Alameda County,4302,Census Tract 4302; Alameda County; California,2326,1548,70,17,36,29,108,16,405,34,0,63,0,53,518,0,California,1400000US06001430200
06001430300,CA,Alameda County,4303,Census Tract 4303; Alameda County; California,1286,831,109,21,0,0,98,16,115,26,10,30,0,21,197,30,California,1400000US06001430300
06001430400,CA,Alameda County,4304,Census Tract 4304; Alameda County; California,706,409,52,30,0,5,32,18,125,0,12,15,0,30,170,8,California,1400000US06001430400
06001430500,CA,Alameda County,4305,Census Tract 4305; Alameda County; California,2053,1066,258,0,0,8,56,38,279,30,66,119,0,0,532,133,California,1400000US06001430500
06001430600,CA,Alameda County,4306,Census Tract 4306; Alameda County; California,2196,1257,236,0,0,27,65,0,256,118,114,91,14,0,579,18,California,1400000US06001430600
06001430700,CA,Alameda County,4307,Census Tract 4307; Alameda County; California,1368,893,100,12,0,0,48,27,237,0,13,15,0,12,292,23,California,1400000US06001430700
06001430800,CA,Alameda County,4308,Census Tract 4308; Alameda County; California,2081,1025,253,31,5,5,79,52,410,48,74,78,21,36,662,0,California,1400000US06001430800
06001430900,CA,Alameda County,4309,Census Tract 4309; Alameda County; California,1817,784,416,0,0,19,38,29,181,27,113,15,68,0,365,127,California,1400000US06001430900
06001431000,CA,Alameda County,4310,Census Tract 4310; Alameda County; California,1219,583,172,59,11,29,61,41,65,23,56,28,0,70,213,91,California,1400000US06001431000
06001431100,CA,Alameda County,4311,Census Tract 4311; Alameda County; California,1283,856,233,0,2,8,29,5,51,36,39,0,0,2,131,24,California,1400000US06001431100
06001431200,CA,Alameda County,4312,Census Tract 4312; Alameda County; California,2318,1793,179,9,0,0,44,0,159,25,52,34,0,9,270,23,California,1400000US06001431200
06001432100,CA,Alameda County,4321,Census Tract 4321; Alameda County; California,1306,881,225,0,0,0,66,0,90,9,23,12,0,0,134,0,California,1400000US06001432100
06001432200,CA,Alameda County,4322,Census Tract 4322; Alameda County; California,1527,853,357,5,14,0,81,8,87,12,33,20,0,19,160,57,California,1400000US06001432200
06001432300,CA,Alameda County,4323,Census Tract 4323; Alameda County; California,1754,929,375,0,13,0,60,0,253,7,100,16,0,13,376,1,California,1400000US06001432300
06001432400,CA,Alameda County,4324,Census Tract 4324; Alameda County; California,1842,590,677,0,0,54,31,16,169,66,143,32,48,0,426,16,California,1400000US06001432400
06001432501,CA,Alameda County,4325.01,Census Tract 4325.01; Alameda County; California,1414,393,349,0,0,0,60,0,246,36,198,95,37,0,575,0,California,1400000US06001432501
06001432502,CA,Alameda County,4325.02,Census Tract 4325.02; Alameda County; California,1431,541,351,0,6,0,78,33,175,80,132,0,17,6,420,18,California,1400000US06001432502
06001432601,CA,Alameda County,4326.01,Census Tract 4326.01; Alameda County; California,1843,1081,332,10,0,15,34,6,176,22,143,24,0,10,371,0,California,1400000US06001432601
06001432602,CA,Alameda County,4326.02,Census Tract 4326.02; Alameda County; California,1274,627,404,10,0,0,0,3,60,0,0,128,0,10,191,42,California,1400000US06001432602
06001432700,CA,Alameda County,4327,Census Tract 4327; Alameda County; California,976,651,176,0,0,7,38,0,72,16,8,8,0,0,104,0,California,1400000US06001432700
06001432800,CA,Alameda County,4328,Census Tract 4328; Alameda County; California,1455,911,179,0,33,0,67,6,173,0,10,9,67,33,198,0,California,1400000US06001432800
06001433000,CA,Alameda County,4330,Census Tract 4330; Alameda County; California,1388,680,212,12,0,0,42,14,315,48,49,16,0,12,442,0,California,1400000US06001433000
06001433102,CA,Alameda County,4331.02,Census Tract 4331.02; Alameda County; California,1304,470,261,17,0,0,11,0,297,88,120,8,0,17,513,32,California,1400000US06001433102
06001433103,CA,Alameda County,4331.03,Census Tract 4331.03; Alameda County; California,1432,696,350,9,0,0,29,0,106,0,118,44,80,9,268,0,California,1400000US06001433103
06001433104,CA,Alameda County,4331.04,Census Tract 4331.04; Alameda County; California,1776,1049,464,0,0,18,10,0,99,13,50,19,4,0,181,50,California,1400000US06001433104
06001433200,CA,Alameda County,4332,Census Tract 4332; Alameda County; California,2727,1001,572,0,0,48,50,14,626,89,126,90,0,0,945,111,California,1400000US06001433200
06001433300,CA,Alameda County,4333,Census Tract 4333; Alameda County; California,2036,614,297,0,0,0,65,0,737,69,147,107,0,0,1060,0,California,1400000US06001433300
06001433400,CA,Alameda County,4334,Census Tract 4334; Alameda County; California,2174,869,134,60,19,0,68,169,470,74,282,9,20,79,1004,0,California,1400000US06001433400
06001433500,CA,Alameda County,4335,Census Tract 4335; Alameda County; California,1486,761,115,8,0,11,28,0,512,7,44,0,0,8,563,0,California,1400000US06001433500
06001433600,CA,Alameda County,4336,Census Tract 4336; Alameda County; California,2170,945,107,60,0,48,11,35,679,81,81,92,18,60,968,13,California,1400000US06001433600
06001433700,CA,Alameda County,4337,Census Tract 4337; Alameda County; California,912,304,412,1,0,0,18,0,67,0,105,5,0,1,177,0,California,1400000US06001433700
06001433801,CA,Alameda County,4338.01,Census Tract 4338.01; Alameda County; California,1102,477,284,63,0,0,23,15,69,35,63,44,0,63,226,29,California,1400000US06001433801
06001433802,CA,Alameda County,4338.02,Census Tract 4338.02; Alameda County; California,1453,425,232,0,0,0,157,0,361,73,205,0,0,0,639,0,California,1400000US06001433802
06001433900,CA,Alameda County,4339,Census Tract 4339; Alameda County; California,2377,1129,797,70,0,0,85,0,85,54,21,39,0,70,199,97,California,1400000US06001433900
06001434000,CA,Alameda County,4340,Census Tract 4340; Alameda County; California,1686,663,713,14,0,9,9,0,123,0,127,0,0,14,250,28,California,1400000US06001434000
06001435102,CA,Alameda County,4351.02,Census Tract 4351.02; Alameda County; California,1629,841,204,0,0,21,169,14,45,6,165,98,51,0,328,15,California,1400000US06001435102
06001435103,CA,Alameda County,4351.03,Census Tract 4351.03; Alameda County; California,2421,962,216,0,44,82,376,39,442,0,80,121,24,44,682,35,California,1400000US06001435103
06001435104,CA,Alameda County,4351.04,Census Tract 4351.04; Alameda County; California,2549,930,554,20,0,17,295,14,160,31,272,187,0,20,664,69,California,1400000US06001435104
06001435200,CA,Alameda County,4352,Census Tract 4352; Alameda County; California,1426,794,263,21,24,21,140,23,40,22,53,22,0,45,160,3,California,1400000US06001435200
06001435300,CA,Alameda County,4353,Census Tract 4353; Alameda County; California,1639,770,401,19,11,0,94,49,70,10,124,58,14,30,311,19,California,1400000US06001435300
06001435400,CA,Alameda County,4354,Census Tract 4354; Alameda County; California,1888,1047,403,14,0,15,42,38,93,17,73,107,39,14,328,0,California,1400000US06001435400
06001435500,CA,Alameda County,4355,Census Tract 4355; Alameda County; California,1436,719,478,6,0,0,25,0,101,16,22,61,0,6,200,8,California,1400000US06001435500
06001435601,CA,Alameda County,4356.01,Census Tract 4356.01; Alameda County; California,1469,581,601,16,38,21,46,0,49,6,97,14,0,54,166,0,California,1400000US06001435601
06001435602,CA,Alameda County,4356.02,Census Tract 4356.02; Alameda County; California,1626,702,548,0,0,0,123,11,19,53,39,45,26,0,167,60,California,1400000US06001435602
06001435700,CA,Alameda County,4357,Census Tract 4357; Alameda County; California,1503,699,442,0,15,0,42,0,67,71,135,32,0,15,305,0,California,1400000US06001435700
06001435800,CA,Alameda County,4358,Census Tract 4358; Alameda County; California,1689,593,534,0,13,9,30,0,278,54,152,26,0,13,510,0,California,1400000US06001435800
06001435900,CA,Alameda County,4359,Census Tract 4359; Alameda County; California,1555,675,286,0,0,11,20,9,230,117,132,50,14,0,538,11,California,1400000US06001435900
06001436000,CA,Alameda County,4360,Census Tract 4360; Alameda County; California,1410,649,334,0,0,0,24,0,198,70,97,32,6,0,397,0,California,1400000US06001436000
06001436100,CA,Alameda County,4361,Census Tract 4361; Alameda County; California,1690,568,476,0,0,24,41,32,259,8,230,52,0,0,581,0,California,1400000US06001436100
06001436200,CA,Alameda County,4362,Census Tract 4362; Alameda County; California,1284,388,680,0,0,0,65,0,23,0,63,9,0,0,95,56,California,1400000US06001436200
06001436301,CA,Alameda County,4363.01,Census Tract 4363.01; Alameda County; California,1801,442,644,0,0,0,140,23,183,37,80,138,52,0,461,62,California,1400000US06001436301
06001436302,CA,Alameda County,4363.02,Census Tract 4363.02; Alameda County; California,1269,534,410,0,0,0,8,15,77,25,131,34,0,0,282,35,California,1400000US06001436302
06001436402,CA,Alameda County,4364.02,Census Tract 4364.02; Alameda County; California,945,542,166,0,18,63,51,0,44,26,32,3,0,18,105,0,California,1400000US06001436402
06001436403,CA,Alameda County,4364.03,Census Tract 4364.03; Alameda County; California,1607,976,290,0,39,0,100,0,123,0,29,50,0,39,202,0,California,1400000US06001436403
06001436404,CA,Alameda County,4364.04,Census Tract 4364.04; Alameda County; California,1188,764,116,10,0,0,95,0,65,9,89,0,35,10,163,5,California,1400000US06001436404
06001436500,CA,Alameda County,4365,Census Tract 4365; Alameda County; California,1697,613,632,0,0,39,138,17,68,20,62,41,17,0,208,50,California,1400000US06001436500
06001436601,CA,Alameda County,4366.01,Census Tract 4366.01; Alameda County; California,1899,594,877,0,0,10,27,0,75,0,173,8,0,0,256,135,California,1400000US06001436601
06001436602,CA,Alameda County,4366.02,Census Tract 4366.02; Alameda County; California,1685,573,519,32,17,0,162,11,117,16,91,73,21,49,308,53,California,1400000US06001436602
06001436700,CA,Alameda County,4367,Census Tract 4367; Alameda County; California,1191,475,418,0,0,0,16,8,132,37,78,27,0,0,282,0,California,1400000US06001436700
06001436800,CA,Alameda County,4368,Census Tract 4368; Alameda County; California,1324,457,474,0,0,14,10,18,116,119,67,49,0,0,369,0,California,1400000US06001436800
06001436900,CA,Alameda County,4369,Census Tract 4369; Alameda County; California,1869,480,1034,0,0,0,96,0,48,14,131,44,22,0,237,0,California,1400000US06001436900
06001437000,CA,Alameda County,4370,Census Tract 4370; Alameda County; California,1157,470,253,0,0,0,92,13,59,75,175,12,8,0,334,0,California,1400000US06001437000
06001437101,CA,Alameda County,4371.01,Census Tract 4371.01; Alameda County; California,2246,631,533,0,0,0,181,36,262,58,403,132,0,0,891,10,California,1400000US06001437101
06001437102,CA,Alameda County,4371.02,Census Tract 4371.02; Alameda County; California,1449,423,539,0,0,0,138,0,133,0,188,28,0,0,349,0,California,1400000US06001437102
06001437200,CA,Alameda County,4372,Census Tract 4372; Alameda County; California,2774,894,757,19,0,36,129,70,319,69,367,114,0,19,939,0,California,1400000US06001437200
06001437300,CA,Alameda County,4373,Census Tract 4373; Alameda County; California,1019,362,287,0,0,0,70,7,28,29,170,45,0,0,279,21,California,1400000US06001437300
06001437400,CA,Alameda County,4374,Census Tract 4374; Alameda County; California,1049,448,370,0,0,0,71,0,75,37,21,27,0,0,160,0,California,1400000US06001437400
06001437500,CA,Alameda County,4375,Census Tract 4375; Alameda County; California,1160,267,580,0,0,0,161,0,41,0,67,44,0,0,152,0,California,1400000US06001437500
06001437600,CA,Alameda County,4376,Census Tract 4376; Alameda County; California,881,203,239,0,0,10,83,4,51,22,216,36,17,0,329,0,California,1400000US06001437600
06001437701,CA,Alameda County,4377.01,Census Tract 4377.01; Alameda County; California,1090,312,438,18,0,0,54,0,24,22,187,21,0,18,254,14,California,1400000US06001437701
06001437702,CA,Alameda County,4377.02,Census Tract 4377.02; Alameda County; California,1011,121,796,17,0,0,56,0,0,12,9,0,0,17,21,0,California,1400000US06001437702
06001437800,CA,Alameda County,4378,Census Tract 4378; Alameda County; California,1351,483,405,0,0,0,117,0,86,57,133,44,0,0,320,26,California,1400000US06001437800
06001437900,CA,Alameda County,4379,Census Tract 4379; Alameda County; California,672,241,233,0,0,8,63,0,30,28,58,11,0,0,127,0,California,1400000US06001437900
06001438000,CA,Alameda County,4380,Census Tract 4380; Alameda County; California,1084,465,167,17,10,0,199,0,62,39,95,18,0,27,214,12,California,1400000US06001438000
06001438100,CA,Alameda County,4381,Census Tract 4381; Alameda County; California,2240,647,586,0,0,0,174,0,274,65,349,78,0,0,766,67,California,1400000US06001438100
06001438201,CA,Alameda County,4382.01,Census Tract 4382.01; Alameda County; California,1220,361,479,0,22,0,64,31,75,65,113,10,0,22,294,0,California,1400000US06001438201
06001438203,CA,Alameda County,4382.03,Census Tract 4382.03; Alameda County; California,1178,494,169,10,0,9,88,21,141,52,117,58,19,10,389,0,California,1400000US06001438203
06001438204,CA,Alameda County,4382.04,Census Tract 4382.04; Alameda County; California,1952,603,577,9,10,66,264,7,166,70,165,15,0,19,423,0,California,1400000US06001438204
06001438300,CA,Alameda County,4383,Census Tract 4383; Alameda County; California,864,184,311,0,0,0,74,14,19,32,159,71,0,0,295,0,California,1400000US06001438300
06001438400,CA,Alameda County,4384,Census Tract 4384; Alameda County; California,734,295,122,0,0,0,26,3,30,25,195,20,0,0,273,18,California,1400000US06001438400
06001440100,CA,Alameda County,4401,Census Tract 4401; Alameda County; California,975,536,70,0,34,0,92,24,108,3,82,26,0,34,243,0,California,1400000US06001440100
06001440200,CA,Alameda County,4402,Census Tract 4402; Alameda County; California,1461,234,850,0,0,0,83,0,207,5,19,63,0,0,294,0,California,1400000US06001440200
06001440301,CA,Alameda County,4403.01,Census Tract 4403.01; Alameda County; California,2151,1037,512,0,0,0,152,17,177,0,136,70,50,0,400,0,California,1400000US06001440301
06001440304,CA,Alameda County,4403.04,Census Tract 4403.04; Alameda County; California,1359,299,93,0,0,0,267,8,181,29,263,61,0,0,542,158,California,1400000US06001440304
06001440305,CA,Alameda County,4403.05,Census Tract 4403.05; Alameda County; California,1005,294,108,0,5,16,114,0,106,16,202,125,0,5,449,19,California,1400000US06001440305
06001440306,CA,Alameda County,4403.06,Census Tract 4403.06; Alameda County; California,1065,273,202,0,0,12,194,0,111,30,234,9,0,0,384,0,California,1400000US06001440306
06001440307,CA,Alameda County,4403.07,Census Tract 4403.07; Alameda County; California,1514,572,226,6,0,8,147,7,290,51,106,82,3,6,536,16,California,1400000US06001440307
06001440308,CA,Alameda County,4403.08,Census Tract 4403.08; Alameda County; California,1987,592,353,7,8,29,212,46,396,0,175,169,0,15,786,0,California,1400000US06001440308
06001440331,CA,Alameda County,4403.31,Census Tract 4403.31; Alameda County; California,990,185,143,0,0,8,144,7,130,62,214,97,0,0,510,0,California,1400000US06001440331
06001440332,CA,Alameda County,4403.32,Census Tract 4403.32; Alameda County; California,879,103,26,0,6,3,152,18,240,60,94,137,36,6,549,4,California,1400000US06001440332
06001440333,CA,Alameda County,4403.33,Census Tract 4403.33; Alameda County; California,869,208,12,8,0,9,109,108,146,27,203,39,0,8,523,0,California,1400000US06001440333
06001440334,CA,Alameda County,4403.34,Census Tract 4403.34; Alameda County; California,1026,244,109,0,4,0,145,20,64,70,250,84,18,4,488,18,California,1400000US06001440334
06001440336,CA,Alameda County,4403.36,Census Tract 4403.36; Alameda County; California,1354,544,109,32,0,0,127,13,212,22,191,57,13,32,495,34,California,1400000US06001440336
06001440337,CA,Alameda County,4403.37,Census Tract 4403.37; Alameda County; California,742,106,37,2,0,7,173,0,259,15,95,23,25,2,392,0,California,1400000US06001440337
06001440338,CA,Alameda County,4403.38,Census Tract 4403.38; Alameda County; California,1683,452,125,0,60,21,231,92,248,47,222,185,0,60,794,0,California,1400000US06001440338
06001441100,CA,Alameda County,4411,Census Tract 4411; Alameda County; California,1757,942,94,0,7,0,227,48,117,7,145,34,0,7,351,136,California,1400000US06001441100
06001441200,CA,Alameda County,4412,Census Tract 4412; Alameda County; California,2640,1389,283,33,0,0,375,0,178,0,187,195,0,33,560,0,California,1400000US06001441200
